service_id,date,exception_type
6c4bdab144746c0fbb55c60d40,20250306,1
625cdae302743f,20250306,1
624ddab200707612a612,20250306,1
6350da9271,20250306,1
684bdae302747664,20250306,1
6c4bdab144746c0fba55c60d40,20250307,1
625cdae202743f,20250307,1
624ddab200707613a612,20250307,1
6350da9271,20250307,1
684bdae202747664,20250307,1
6c4bdab144746c0fbf55c60d40,20250308,1
625cdae702743e,20250308,1
624ddab200707616a612,20250308,1
6350da9278,20250308,1
684bdae702747664bd,20250308,1
6c4bdab144746c0fbe55c60d40,20250309,1
625cdae602743f,20250309,1
624ddab200707617a612,20250309,1
6350da9278,20250309,1
684bdae602747664bd,20250309,1
6c4bdab144746c0fbb55c60d40,20250310,1
625cdae302743f,20250310,1
624ddab200707612a612,20250310,1
6350da9271,20250310,1
684bdae302747664,20250310,1
6c4bdab144746c0fbb55c60d40,20250311,1
625cdae302743f,20250311,1
624ddab200707612a612,20250311,1
6350da9271,20250311,1
684bdae302747664,20250311,1
6c4bdab144746c0fbb55c60d40,20250312,1
625cdae302743f,20250312,1
624ddab200707612a612,20250312,1
6350da9271,20250312,1
684bdae302747664,20250312,1
6c4bdab144746c0fbb55c60d40,20250313,1
625cdae302743f,20250313,1
624ddab200707612a612,20250313,1
6350da9271,20250313,1
684bdae302747664,20250313,1
6c4bdab144746c0fba55c60d40,20250314,1
625cdae202743f,20250314,1
624ddab200707613a612,20250314,1
6350da9271,20250314,1
684bdae202747664,20250314,1
6c4bdab144746c0fbf55c60d40,20250315,1
625cdae702743e,20250315,1
624ddab200707616a612,20250315,1
6350da9278,20250315,1
684bdae702747664bd,20250315,1
6c4bdab144746c0fbe55c60d40,20250316,1
625cdae602743f,20250316,1
624ddab200707617a612,20250316,1
6350da9278,20250316,1
684bdae602747664bd,20250316,1
6c4bdab144746c0fbb55c60d40,20250317,1
625cdae302743f,20250317,1
624ddab200707612a612,20250317,1
6350da9271,20250317,1
684bdae302747664,20250317,1
6c4bdab144746c0fbb55c60d40,20250318,1
625cdae302743f,20250318,1
624ddab200707612a612,20250318,1
6350da9271,20250318,1
684bdae302747664,20250318,1
6c4bdab144746c0fbb55c60d40,20250319,1
625cdae302743f,20250319,1
624ddab200707612a612,20250319,1
6350da9271,20250319,1
684bdae302747664,20250319,1
6c4bdab144746c0fbb55c60d40,20250320,1
625cdae302743f,20250320,1
624ddab200707612a612,20250320,1
6350da9271,20250320,1
684bdae302747664,20250320,1
6c4bdab144746c0fba55c60d40,20250321,1
625cdae202743f,20250321,1
624ddab200707613a612,20250321,1
6350da9271,20250321,1
684bdae202747664,20250321,1
6c4bdab144746c0fbf55c60d40,20250322,1
625cdae702743e,20250322,1
624ddab200707616a612,20250322,1
6350da9278,20250322,1
684bdae702747664bd,20250322,1
6c4bdab144746c0fbe55c60d40,20250323,1
625cdae602743f,20250323,1
624ddab200707617a612,20250323,1
6350da9278,20250323,1
684bdae602747664bd,20250323,1
6c4bdab144746c0fbb55c60d40,20250324,1
625cdae302743f,20250324,1
624ddab200707612a612,20250324,1
6350da9271,20250324,1
684bdae302747664,20250324,1
6c4bdab144746c0fbb55c60d40,20250325,1
625cdae302743f,20250325,1
624ddab200707612a612,20250325,1
6350da9271,20250325,1
684bdae302747664,20250325,1
6c4bdab144746c0fbb55c60d40,20250326,1
625cdae302743f,20250326,1
624ddab200707612a612,20250326,1
6350da9271,20250326,1
684bdae302747664,20250326,1
6c4bdab144746c0fbb55c60d40,20250327,1
625cdae302743f,20250327,1
624ddab200707612a612,20250327,1
6350da9271,20250327,1
684bdae302747664,20250327,1
6c4bdab144746c0fba55c60d40,20250328,1
625cdae202743f,20250328,1
624ddab200707613a612,20250328,1
6350da9271,20250328,1
684bdae202747664,20250328,1
6c4bdab144746c0fbf55c60d40,20250329,1
625cdae702743e,20250329,1
624ddab200707616a612,20250329,1
6350da927c,20250329,1
684bdae702747664bd,20250329,1
6c4bdab144746c0fbe55c60d40,20250330,1
625cdae602743f,20250330,1
624ddab200707617a612,20250330,1
6350da927c,20250330,1
684bdae602747664bd,20250330,1
6c4bdab144746c0fbb55c60d40,20250331,1
625cdae302743f,20250331,1
624ddab200707612a612,20250331,1
6350da927c,20250331,1
684bdae302747664,20250331,1
6c4bdab144746c0fbb55c60d40,20250401,1
625cdae302743f,20250401,1
624ddab200707612a612,20250401,1
6350da9273,20250401,1
684bdae302747664,20250401,1
6c4bdab144746c0fbb55c60d40,20250402,1
625cdae302743f,20250402,1
624ddab200707612a612,20250402,1
6350da9273,20250402,1
684bdae302747664,20250402,1
6c4bdab144746c0fbb55c60d40,20250403,1
625cdae302743f,20250403,1
624ddab200707612a612,20250403,1
6350da9273,20250403,1
684bdae302747664,20250403,1
6c4bdab144746c0fba55c60d40,20250404,1
625cdae202743f,20250404,1
624ddab200707613a612,20250404,1
6350da9273,20250404,1
684bdae202747664,20250404,1
6c4bdab144746c0fbf55c60d40,20250405,1
625cdae702743e,20250405,1
624ddab200707616a612,20250405,1
6350da9278,20250405,1
684bdae702747664bd,20250405,1
6c4bdab144746c0fbe55c60d40,20250406,1
625cdae602743f,20250406,1
624ddab200707617a612,20250406,1
6350da9278,20250406,1
684bdae602747664bd,20250406,1
6c4bdab144746c0fbb55c60d40,20250407,1
625cdae302743f,20250407,1
624ddab200707612a612,20250407,1
6350da9273,20250407,1
684bdae302747664,20250407,1
6c4bdab144746c0fbb55c60d40,20250408,1
625cdae302743f,20250408,1
624ddab200707612a612,20250408,1
6350da9273,20250408,1
684bdae302747664,20250408,1
6c4bdab144746c0fbb55c60d40,20250409,1
625cdae302743f,20250409,1
624ddab200707612a612,20250409,1
6350da9273,20250409,1
684bdae302747664,20250409,1
6c4bdab144746c0fbb55c60d40,20250410,1
625cdae302743f,20250410,1
624ddab200707612a612,20250410,1
6350da9273,20250410,1
684bdae302747664,20250410,1
6c4bdab144746c0fba55c60d40,20250411,1
625cdae202743f,20250411,1
624ddab200707613a612,20250411,1
6350da9273,20250411,1
684bdae202747664,20250411,1
6c4bdab144746c0fbf55c60d40,20250412,1
625cdae702743e,20250412,1
624ddab200707616a612,20250412,1
6350da9278,20250412,1
684bdae702747664bd,20250412,1
6c4bdab144746c0fbe55c60d40,20250413,1
625cdae602743f,20250413,1
624ddab200707617a612,20250413,1
6350da9278,20250413,1
684bdae602747664bd,20250413,1
6c4bdab144746c0fbb55c60d40,20250414,1
625cdae302743f,20250414,1
624ddab200707612a612,20250414,1
6350da9273,20250414,1
684bdae302747664,20250414,1
6c4bdab144746c0fbb55c60d40,20250415,1
625cdae302743f,20250415,1
624ddab200707612a612,20250415,1
6350da9273,20250415,1
684bdae302747664,20250415,1
6c4bdab144746c0fbb55c60d40,20250416,1
625cdae302743f,20250416,1
624ddab200707612a612,20250416,1
6350da9273,20250416,1
684bdae302747664,20250416,1
6c4bdab144746c0fba55c60d40,20250417,1
625cdae202743f,20250417,1
624ddab200707612a612,20250417,1
6350da9273,20250417,1
684bdae202747664,20250417,1
6c4bdab144746c0fbf55c60d40,20250418,1
625cdae702743e,20250418,1
624ddab200707617a612,20250418,1
6350da9273,20250418,1
684bdae702747664bd,20250418,1
6c4bdab144746c0fbf55c60d40,20250419,1
625cdae702743e,20250419,1
624ddab200707616a612,20250419,1
6350da9278,20250419,1
684bdae702747664bd,20250419,1
6c4bdab144746c0fbf55c60d40,20250420,1
625cdae702743e,20250420,1
624ddab200707617a612,20250420,1
6350da9278,20250420,1
684bdae702747664bd,20250420,1
6c4bdab144746c0fbe55c60d40,20250421,1
625cdae602743f,20250421,1
624ddab200707617a612,20250421,1
6350da9273,20250421,1
684bdae602747664bd,20250421,1
6c4bdab144746c0fbb55c60d40,20250422,1
625cdae302743f,20250422,1
624ddab200707612a612,20250422,1
6350da9273,20250422,1
684bdae302747664,20250422,1
6c4bdab144746c0fbb55c60d40,20250423,1
625cdae302743f,20250423,1
624ddab200707612a612,20250423,1
6350da9273,20250423,1
684bdae302747664,20250423,1
6c4bdab144746c0fbb55c60d40,20250424,1
625cdae302743f,20250424,1
624ddab200707612a612,20250424,1
6350da9273,20250424,1
684bdae302747664,20250424,1
6c4bdab144746c0fba55c60d40,20250425,1
625cdae202743f,20250425,1
624ddab200707613a612,20250425,1
6350da9273,20250425,1
684bdae202747664,20250425,1
